policy_id,customer_id,coverage_type,vehicle_age,annual_premium,accident_year
P507391,C107391,Liability,12,1231.7,2022
P507392,C107392,Liability,3,1141.79,2021
P507393,C107393,Liability,2,1309.34,2024
P507394,C107394,Liability,10,796.36,2024
P507395,C107395,Liability,13,1246.62,2022
P507396,C107396,Liability,5,1076.31,2023
P507397,C107397,Collision,11,1565.9,2022
P507398,C107398,Collision,6,1441.34,2022
P507399,C107399,Liability,7,1037.92,2023
P507400,C107400,Liability,2,1093.83,2022
P507401,C107401,Liability,2,961.65,2021
P507402,C107402,Collision,9,992.89,2023
P507403,C107403,Collision,4,1643.65,2021
P507404,C107404,Collision,1,1790.56,2022
P507405,C107405,Collision,6,924.39,2024
P507406,C107406,Liability,5,1412.97,2023
P507407,C107407,Comprehensive,3,1602.68,2022
P507408,C107408,Liability,1,845.13,2022
P507409,C107409,Collision,4,1156.99,2022
P507410,C107410,Collision,5,1657.48,2024
P507411,C107411,Collision,5,1356.52,2024
P507412,C107412,Collision,0,966.98,2023
P507413,C107413,Comprehensive,8,1473.51,2021
P507414,C107414,Collision,6,1860.08,2024
P507415,C107415,Comprehensive,1,2060.65,2024
P507416,C107416,Liability,7,1202.51,2023
P507417,C107417,Collision,7,1686.23,2021
P507418,C107418,Liability,6,831.5,2023
P507419,C107419,Collision,3,1141.59,2022
P507420,C107420,Collision,9,2142.78,2024
P507421,C107421,Collision,13,1076.73,2024
P507422,C107422,Comprehensive,4,1242.94,2022
P507423,C107423,Collision,2,1016.04,2021
P507424,C107424,Collision,2,976.79,2024
P507425,C107425,Comprehensive,2,1562.42,2024
P507426,C107426,Comprehensive,6,1598.83,2023
P507427,C107427,Liability,6,991.2,2021
P507428,C107428,Collision,0,1747.51,2023
P507429,C107429,Comprehensive,3,2850.02,2022
P507430,C107430,Liability,6,1259.54,2024
P507431,C107431,Collision,6,1075.33,2021
P507432,C107432,Liability,3,1228.95,2023
P507433,C107433,Comprehensive,5,2045.12,2024
P507434,C107434,Comprehensive,24,2805.95,2023
P507435,C107435,Comprehensive,5,1945.2,2024
P507436,C107436,Collision,2,2410.75,2023
P507437,C107437,Collision,4,2101.22,2023
P507438,C107438,Collision,10,1023.59,2024
P507439,C107439,Comprehensive,4,1719.3,2024
P507440,C107440,Comprehensive,5,1890.89,2024
P507441,C107441,Liability,12,1119.64,2024
P507442,C107442,Liability,2,848.58,2021
P507443,C107443,Collision,6,1545.47,2021
P507444,C107444,Liability,4,1325.21,2022
P507445,C107445,Collision,7,1497.39,2024
P507446,C107446,Comprehensive,4,2072.15,2024
P507447,C107447,Collision,2,1481.04,2024
P507448,C107448,Liability,2,1114.72,2024
P507449,C107449,Comprehensive,12,1915.54,2022
P507450,C107450,Collision,5,1597.83,2021
P507451,C107451,Comprehensive,4,1757.44,2023
P507452,C107452,Liability,14,684.4,2023
P507453,C107453,Liability,7,1228.96,2022
P507454,C107454,Liability,4,903.34,2022
P507455,C107455,Collision,6,1185.69,2021
P507456,C107456,Comprehensive,11,2252.85,2022
P507457,C107457,Collision,9,2053.97,2024
P507458,C107458,Liability,4,1125.13,2021
P507459,C107459,Liability,6,1406.37,2023
P507460,C107460,Comprehensive,4,1653.53,2023
P507461,C107461,Liability,21,1435.81,2022
P507462,C107462,Liability,9,1514.07,2022
P507463,C107463,Collision,3,947.63,2021
P507464,C107464,Liability,9,1073.77,2022
P507465,C107465,Collision,1,1996.95,2023
P507466,C107466,Collision,1,1938.84,2021
P507467,C107467,Collision,6,1242.42,2024
P507468,C107468,Liability,6,1492.6,2021
P507469,C107469,Collision,6,1520.6,2021
P507470,C107470,Liability,8,1044.98,2023
P507471,C107471,Comprehensive,4,1996.29,2024
P507472,C107472,Collision,9,2244.72,2022
P507473,C107473,Comprehensive,4,1493.34,2022
P507474,C107474,Liability,6,1491.09,2023
P507475,C107475,Liability,3,1425.48,2024
P507476,C107476,Collision,4,1655.0,2022
P507477,C107477,Comprehensive,4,1859.19,2023
P507478,C107478,Liability,4,1494.27,2024
P507479,C107479,Liability,8,902.54,2023
P507480,C107480,Comprehensive,9,1892.85,2021
P507481,C107481,Collision,10,1187.59,2021
P507482,C107482,Comprehensive,4,2305.31,2024
P507483,C107483,Liability,7,1043.96,2023
P507484,C107484,Comprehensive,3,1021.65,2022
P507485,C107485,Collision,8,1496.18,2021
P507486,C107486,Liability,1,845.21,2021
P507487,C107487,Liability,15,1293.35,2023
P507488,C107488,Comprehensive,3,2068.96,2024
P507489,C107489,Liability,7,1077.14,2022
P507490,C107490,Liability,23,916.3,2022
P507491,C107491,Liability,4,846.67,2021
P507492,C107492,Collision,7,1690.27,2022
P507493,C107493,Collision,2,1103.03,2021
P507494,C107494,Collision,7,1028.05,2022
P507495,C107495,Comprehensive,2,1374.69,2021
P507496,C107496,Liability,5,1170.61,2023
P507497,C107497,Comprehensive,1,1996.32,2023
P507498,C107498,Comprehensive,6,1274.95,2024
P507499,C107499,Liability,4,1056.29,2021
P507500,C107500,Comprehensive,4,3599.93,2023
P507501,C107501,Liability,1,1025.57,2024
P507502,C107502,Collision,6,1395.78,2024
P507503,C107503,Liability,4,1027.58,2021
P507504,C107504,Liability,3,903.25,2023
P507505,C107505,Liability,2,579.44,2021
P507506,C107506,Liability,7,933.51,2021
P507507,C107507,Liability,6,780.92,2023
P507508,C107508,Comprehensive,5,1319.96,2024
P507509,C107509,Comprehensive,18,1789.64,2022
P507510,C107510,Collision,10,1863.51,2024
P507511,C107511,Collision,7,1014.23,2023
P507512,C107512,Comprehensive,5,1871.99,2022
P507513,C107513,Comprehensive,7,1784.9,2022
P507514,C107514,Comprehensive,14,1346.94,2023
P507515,C107515,Collision,1,1394.77,2024
P507516,C107516,Collision,6,1171.98,2021
P507517,C107517,Comprehensive,7,2115.02,2023
P507518,C107518,Collision,2,1848.91,2022
P507519,C107519,Collision,5,1301.31,2021
P507520,C107520,Liability,8,1315.67,2021
P507521,C107521,Liability,8,1067.25,2024
P507522,C107522,Comprehensive,5,1126.07,2023
P507523,C107523,Collision,6,1331.54,2024
P507524,C107524,Collision,5,1616.79,2022
P507525,C107525,Liability,2,792.86,2024
P507526,C107526,Collision,4,1574.39,2021
P507527,C107527,Liability,25,1153.82,2024
P507528,C107528,Comprehensive,5,2072.89,2021
P507529,C107529,Collision,4,1832.16,2021
P507530,C107530,Collision,8,1080.06,2024
P507531,C107531,Liability,1,1093.45,2024
P507532,C107532,Collision,4,1255.8,2023
P507533,C107533,Collision,4,1767.18,2024
P507534,C107534,Comprehensive,8,2214.54,2021
P507535,C107535,Comprehensive,5,980.55,2024
P507536,C107536,Collision,6,1437.93,2022
P507537,C107537,Collision,5,1315.81,2024
P507538,C107538,Comprehensive,3,1591.44,2022
P507539,C107539,Collision,6,1278.76,2024
P507540,C107540,Collision,6,1659.11,2023
P507541,C107541,Liability,4,747.0,2021
P507542,C107542,Collision,7,951.38,2021
P507543,C107543,Liability,3,1179.07,2023
P507544,C107544,Liability,4,913.3,2022
P507545,C107545,Liability,11,1323.62,2024
P507546,C107546,Collision,3,1647.21,2024
P507547,C107547,Liability,4,1054.61,2021
P507548,C107548,Comprehensive,6,2615.62,2023
P507549,C107549,Collision,13,1873.4,2024
P507550,C107550,Liability,9,1341.15,2023
P507551,C107551,Collision,6,1631.26,2024
P507552,C107552,Liability,5,1117.05,2021
P507553,C107553,Liability,1,906.5,2023
P507554,C107554,Liability,6,1243.43,2021
P507555,C107555,Comprehensive,3,1732.92,2022
P507556,C107556,Collision,3,1640.82,2023
P507557,C107557,Liability,2,1272.8,2024
P507558,C107558,Collision,9,1711.44,2023
P507559,C107559,Liability,3,871.44,2024
P507560,C107560,Comprehensive,2,1802.09,2024
P507561,C107561,Comprehensive,4,1978.85,2024
P507562,C107562,Liability,12,1220.04,2024
P507563,C107563,Liability,2,1092.18,2022
P507564,C107564,Comprehensive,13,1938.11,2024
P507565,C107565,Collision,6,1486.8,2024
P507566,C107566,Comprehensive,13,2011.74,2024
P507567,C107567,Collision,4,1358.78,2023
P507568,C107568,Liability,8,687.12,2021
P507569,C107569,Comprehensive,15,2235.14,2024
P507570,C107570,Liability,3,1070.51,2022
P507571,C107571,Liability,5,768.94,2022
P507572,C107572,Comprehensive,6,1091.11,2021
P507573,C107573,Collision,6,1676.04,2021
P507574,C107574,Collision,0,1278.81,2021
P507575,C107575,Liability,7,1433.78,2023
P507576,C107576,Liability,6,1005.09,2022
P507577,C107577,Collision,4,1450.07,2024
P507578,C107578,Comprehensive,21,3456.52,2021
P507579,C107579,Collision,10,1845.59,2021
P507580,C107580,Comprehensive,13,1789.73,2021
P507581,C107581,Collision,4,1495.22,2021
P507582,C107582,Liability,3,1733.51,2022
P507583,C107583,Collision,7,1543.58,2024
P507584,C107584,Liability,6,1098.58,2024
P507585,C107585,Liability,4,721.51,2022
P507586,C107586,Liability,4,1087.5,2021
P507587,C107587,Comprehensive,2,1318.09,2023
P507588,C107588,Liability,10,1182.06,2023
P507589,C107589,Collision,9,1313.56,2024
P507590,C107590,Comprehensive,1,1908.1,2024
P507591,C107591,Collision,9,2178.35,2022
P507592,C107592,Liability,16,1355.94,2024
P507593,C107593,Collision,9,2476.34,2023
P507594,C107594,Comprehensive,3,2980.63,2024
P507595,C107595,Collision,6,1531.54,2023
P507596,C107596,Liability,1,667.66,2023
P507597,C107597,Collision,2,1530.2,2023
P507598,C107598,Collision,9,1216.82,2022
P507599,C107599,Collision,2,1196.86,2023
P507600,C107600,Liability,4,907.96,2022
P507601,C107601,Comprehensive,5,1842.7,2022
P507602,C107602,Comprehensive,8,3018.86,2022
P507603,C107603,Collision,4,888.35,2022
P507604,C107604,Liability,2,1215.02,2024
P507605,C107605,Liability,6,1175.97,2023
P507606,C107606,Collision,2,1918.2,2021
P507607,C107607,Liability,12,1110.9,2023
P507608,C107608,Collision,2,1369.85,2023
P507609,C107609,Comprehensive,9,2609.94,2021
P507610,C107610,Liability,7,1168.63,2022
P507611,C107611,Liability,9,1340.26,2022
P507612,C107612,Liability,2,1270.33,2023
P507613,C107613,Collision,3,1061.47,2022
P507614,C107614,Comprehensive,3,2106.54,2024
P507615,C107615,Liability,4,1064.42,2022
P507616,C107616,Collision,2,1419.43,2021
P507617,C107617,Collision,5,1670.66,2022
P507618,C107618,Collision,5,1357.31,2021
P507619,C107619,Liability,9,1046.44,2022
P507620,C107620,Comprehensive,5,1443.93,2024
P507621,C107621,Comprehensive,1,1222.59,2023
P507622,C107622,Liability,1,1049.95,2022
P507623,C107623,Collision,3,1178.38,2024
P507624,C107624,Collision,4,2247.44,2022
P507625,C107625,Liability,13,901.15,2024
P507626,C107626,Collision,10,1483.36,2021
P507627,C107627,Liability,4,1093.44,2022
P507628,C107628,Comprehensive,3,2308.93,2023
P507629,C107629,Collision,5,1822.49,2023
P507630,C107630,Comprehensive,5,1066.59,2024
P507631,C107631,Comprehensive,5,2634.37,2023
P507632,C107632,Collision,2,1433.49,2024
P507633,C107633,Collision,3,1767.53,2024
P507634,C107634,Comprehensive,3,1272.73,2022
P507635,C107635,Liability,6,1184.01,2023
P507636,C107636,Liability,10,1274.66,2024
P507637,C107637,Collision,3,1814.31,2022
P507638,C107638,Collision,6,1538.52,2022
P507639,C107639,Comprehensive,0,1774.88,2024
P507640,C107640,Collision,6,1562.88,2023
P507641,C107641,Collision,1,1075.54,2021
P507642,C107642,Collision,2,1951.03,2023
P507643,C107643,Collision,3,1635.82,2022
P507644,C107644,Comprehensive,6,2112.33,2023
P507645,C107645,Collision,5,998.48,2023
P507646,C107646,Comprehensive,1,2586.81,2024
P507647,C107647,Liability,6,978.29,2022
P507648,C107648,Comprehensive,13,2282.65,2021
P507649,C107649,Comprehensive,2,1328.85,2024
P507650,C107650,Comprehensive,3,1813.36,2023
P507651,C107651,Comprehensive,4,1244.29,2023
P507652,C107652,Collision,4,1517.59,2022
P507653,C107653,Collision,8,1036.96,2021
P507654,C107654,Liability,7,1095.86,2023
P507655,C107655,Liability,6,777.88,2024
P507656,C107656,Comprehensive,4,1828.33,2022
P507657,C107657,Collision,7,1940.26,2023
P507658,C107658,Collision,1,1620.22,2021
P507659,C107659,Collision,14,1787.16,2024
P507660,C107660,Collision,9,1046.37,2024
P507661,C107661,Collision,9,1403.58,2022
P507662,C107662,Comprehensive,17,2924.0,2021
P507663,C107663,Liability,9,1495.77,2023
P507664,C107664,Comprehensive,2,2401.99,2023
P507665,C107665,Liability,5,882.41,2021
P507666,C107666,Comprehensive,8,2399.53,2021
P507667,C107667,Comprehensive,5,1772.8,2021
P507668,C107668,Comprehensive,6,1254.05,2024
P507669,C107669,Liability,10,1879.62,2022
P507670,C107670,Comprehensive,4,1952.93,2023
P507671,C107671,Collision,12,2538.82,2023
P507672,C107672,Liability,3,1254.21,2022
P507673,C107673,Liability,6,1162.96,2024
P507674,C107674,Comprehensive,1,1838.44,2021
P507675,C107675,Comprehensive,1,2242.23,2024
P507676,C107676,Collision,20,1694.75,2023
P507677,C107677,Liability,5,968.37,2023
P507678,C107678,Collision,4,1003.05,2023
P507679,C107679,Liability,6,875.8,2022
P507680,C107680,Liability,7,1284.85,2022
P507681,C107681,Comprehensive,2,2017.7,2021
P507682,C107682,Liability,9,775.44,2024
P507683,C107683,Collision,4,1496.39,2024
P507684,C107684,Collision,19,1333.55,2022
P507685,C107685,Liability,6,1567.45,2024
P507686,C107686,Collision,1,785.01,2023
P507687,C107687,Liability,3,1093.27,2022
P507688,C107688,Collision,6,1484.01,2022
P507689,C107689,Collision,2,1326.53,2023
P507690,C107690,Comprehensive,7,1965.57,2022
P507691,C107691,Liability,7,1010.79,2023
P507692,C107692,Liability,4,968.46,2022
P507693,C107693,Collision,1,1411.2,2024
P507694,C107694,Comprehensive,15,1610.15,2024
P507695,C107695,Collision,1,962.85,2023
P507696,C107696,Comprehensive,4,1923.53,2023
P507697,C107697,Liability,8,1056.7,2022
P507698,C107698,Comprehensive,7,1709.0,2024
P507699,C107699,Collision,3,1669.33,2024
P507700,C107700,Liability,3,700.55,2023
P507701,C107701,Liability,5,777.21,2021
P507702,C107702,Collision,2,911.01,2023
P507703,C107703,Collision,5,1535.59,2023
P507704,C107704,Collision,9,1646.74,2024
P507705,C107705,Comprehensive,3,1375.82,2024
P507706,C107706,Liability,4,1146.44,2024
P507707,C107707,Comprehensive,6,1862.58,2021
P507708,C107708,Collision,11,1394.38,2022
P507709,C107709,Liability,7,955.15,2024
P507710,C107710,Collision,3,1491.12,2022
P507711,C107711,Collision,10,1324.27,2023
P507712,C107712,Liability,8,1096.59,2024
P507713,C107713,Collision,9,1901.68,2021
P507714,C107714,Collision,4,1340.39,2021
P507715,C107715,Liability,11,1221.59,2024
P507716,C107716,Collision,3,1445.71,2024
P507717,C107717,Collision,3,1879.67,2022
P507718,C107718,Comprehensive,11,1449.22,2024
P507719,C107719,Collision,5,1264.34,2023
P507720,C107720,Collision,5,1011.25,2021
P507721,C107721,Collision,2,1498.96,2022
P507722,C107722,Comprehensive,2,2321.41,2024
P507723,C107723,Liability,3,790.92,2023
P507724,C107724,Collision,4,1445.95,2021
P507725,C107725,Liability,4,685.57,2023
P507726,C107726,Liability,1,962.62,2021
P507727,C107727,Comprehensive,8,1326.65,2021
P507728,C107728,Collision,15,1565.8,2023
P507729,C107729,Liability,2,824.43,2023
P507730,C107730,Collision,5,1881.32,2023
P507731,C107731,Collision,9,1368.31,2023
P507732,C107732,Comprehensive,10,2585.38,2022
P507733,C107733,Comprehensive,4,1074.7,2021
P507734,C107734,Liability,9,1138.35,2023
P507735,C107735,Comprehensive,2,1804.88,2023
P507736,C107736,Collision,0,2083.13,2023
P507737,C107737,Collision,4,1834.59,2023
P507738,C107738,Liability,16,984.81,2021
P507739,C107739,Comprehensive,5,2459.38,2022
P507740,C107740,Collision,19,2130.67,2023
P507741,C107741,Comprehensive,2,1497.61,2022
P507742,C107742,Comprehensive,3,1805.08,2022
P507743,C107743,Collision,8,1250.86,2024
P507744,C107744,Comprehensive,11,2992.24,2023
P507745,C107745,Collision,7,1711.03,2021
P507746,C107746,Comprehensive,3,1070.1,2024
P507747,C107747,Liability,19,691.01,2023
P507748,C107748,Collision,5,976.41,2024
P507749,C107749,Comprehensive,3,1477.76,2023
P507750,C107750,Liability,6,1601.27,2023
P507751,C107751,Comprehensive,9,2561.2,2023
P507752,C107752,Liability,3,1431.91,2023
P507753,C107753,Collision,2,1040.27,2023
P507754,C107754,Collision,9,1652.53,2023
P507755,C107755,Liability,0,608.72,2023
P507756,C107756,Comprehensive,2,1897.12,2024
P507757,C107757,Liability,2,952.18,2023
P507758,C107758,Comprehensive,3,1248.63,2024
P507759,C107759,Comprehensive,9,3099.0,2024
P507760,C107760,Collision,10,1585.78,2021
P507761,C107761,Comprehensive,5,2039.41,2023
P507762,C107762,Collision,12,1013.31,2023
P507763,C107763,Comprehensive,14,3060.99,2021
P507764,C107764,Comprehensive,4,1995.82,2022
P507765,C107765,Collision,7,2119.35,2022
P507766,C107766,Comprehensive,3,1577.24,2022
P507767,C107767,Collision,1,2112.77,2024
P507768,C107768,Collision,5,1325.06,2022
P507769,C107769,Comprehensive,6,2177.15,2024
P507770,C107770,Collision,7,858.78,2024
P507771,C107771,Liability,5,1070.26,2023
P507772,C107772,Collision,1,1399.74,2024
P507773,C107773,Collision,4,1753.63,2021
P507774,C107774,Liability,10,1152.59,2022
P507775,C107775,Collision,1,1438.46,2022
P507776,C107776,Liability,5,1173.25,2021
P507777,C107777,Liability,3,1158.65,2024
P507778,C107778,Comprehensive,4,2219.35,2023
P507779,C107779,Liability,9,1026.99,2024
P507780,C107780,Comprehensive,17,2661.2,2022
P507781,C107781,Collision,3,1794.43,2024
P507782,C107782,Comprehensive,2,1551.62,2023
P507783,C107783,Comprehensive,2,1209.52,2022
P507784,C107784,Collision,2,1609.05,2023
P507785,C107785,Liability,5,783.45,2024
P507786,C107786,Comprehensive,9,2153.56,2021
P507787,C107787,Comprehensive,4,1205.9,2022
P507788,C107788,Liability,3,1007.15,2021
P507789,C107789,Comprehensive,10,2237.12,2023
P507790,C107790,Collision,2,1380.86,2021
P507791,C107791,Liability,5,1008.13,2023
P507792,C107792,Liability,7,1159.89,2021
P507793,C107793,Comprehensive,2,2206.74,2021
P507794,C107794,Collision,5,1079.15,2024
P507795,C107795,Comprehensive,9,1902.85,2021
P507796,C107796,Collision,4,2186.98,2021
P507797,C107797,Liability,7,711.86,2022
P507798,C107798,Liability,1,1082.13,2022
P507799,C107799,Comprehensive,3,2084.15,2022
P507800,C107800,Liability,2,1124.0,2023
P507801,C107801,Comprehensive,4,2152.33,2022
P507802,C107802,Liability,2,605.95,2022
P507803,C107803,Comprehensive,13,1328.4,2023
P507804,C107804,Liability,6,756.15,2021
P507805,C107805,Collision,2,1353.37,2021
P507806,C107806,Liability,3,1111.09,2024
P507807,C107807,Liability,3,779.11,2023
P507808,C107808,Comprehensive,10,2112.32,2022
P507809,C107809,Liability,7,817.05,2022
P507810,C107810,Comprehensive,5,1937.33,2022
P507811,C107811,Collision,7,1179.75,2024
P507812,C107812,Comprehensive,10,1594.8,2024
P507813,C107813,Collision,19,1953.4,2022
P507814,C107814,Comprehensive,15,2630.77,2023
P507815,C107815,Comprehensive,5,1767.3,2022
P507816,C107816,Comprehensive,4,2031.63,2024
P507817,C107817,Liability,6,763.28,2024
P507818,C107818,Liability,8,1351.7,2021
P507819,C107819,Comprehensive,3,1797.31,2021
P507820,C107820,Collision,6,1241.87,2024
P507821,C107821,Collision,6,1629.98,2022
P507822,C107822,Collision,13,1758.86,2023
P507823,C107823,Collision,2,1049.73,2022
P507824,C107824,Collision,1,1231.17,2021
P507825,C107825,Collision,1,934.06,2022
P507826,C107826,Collision,10,1363.87,2021
P507827,C107827,Collision,12,1533.65,2022
P507828,C107828,Collision,4,1361.18,2021
P507829,C107829,Liability,8,1419.61,2024
P507830,C107830,Liability,11,1389.38,2022
P507831,C107831,Collision,6,1481.52,2023
P507832,C107832,Comprehensive,17,2257.38,2024
P507833,C107833,Liability,4,1071.84,2024
P507834,C107834,Comprehensive,8,2241.31,2023
P507835,C107835,Collision,0,1451.08,2022
P507836,C107836,Comprehensive,14,1742.09,2023
P507837,C107837,Collision,6,2192.16,2023
P507838,C107838,Collision,6,1918.89,2024
P507839,C107839,Collision,8,1773.28,2023
P507840,C107840,Comprehensive,10,1932.57,2024
P507841,C107841,Liability,5,1016.36,2021
P507842,C107842,Liability,10,1460.13,2024
P507843,C107843,Comprehensive,4,2129.07,2023
P507844,C107844,Liability,12,692.56,2024
P507845,C107845,Comprehensive,9,1989.06,2024
